"","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Year"
"2907",11.395,"Low Fat",0.009934335,"Health and Hygiene",47.2034,"Other","Tier 2","Supermarket Type1",340.2238,6
"2908",8.93,"Low Fat",0.013253936,"Household",56.4614,"Other","Tier 2","Supermarket Type1",828.921,6
"2909",18.2,"Low Fat",0.089884775,"Fruits and Vegetables",195.111,"Small","Tier 2","Supermarket Type1",3731.809,9
"2910",19.7,"Low Fat",0.053178425,"Fruits and Vegetables",55.993,"High","Tier 3","Supermarket Type1",905.488,26
"2911",14.1,"Low Fat",0.089660816,"Canned",140.0496,"Small","Tier 2","Supermarket Type1",1411.496,9
"2912",7.67,"Low Fat",0.185889129,"Household",35.4216,"Other","Tier 2","Supermarket Type1",173.108,6
"2913",12.6,"Regular",0.0540205365,"Canned",78.896,"Small","Tier 1","Grocery Store",399.48,28
"2914",14.15,"Regular",0.024503972,"Fruits and Vegetables",195.111,"Medium","Tier 3","Supermarket Type2",982.055,4
"2915",11.6,"Regular",0.143990173,"Dairy",239.6222,"Small","Tier 2","Supermarket Type1",2390.222,9
"2916",18.85,"Low Fat",0.042891098,"Canned",257.633,"Other","Tier 2","Supermarket Type1",5382.993,6
"2917",15.6,"Regular",0.046023105,"Snack Foods",169.2132,"Other","Tier 2","Supermarket Type1",2536.698,6
"2918",6.385,"Low Fat",0.084179812,"Hard Drinks",109.0596,"Medium","Tier 3","Supermarket Type2",1941.4728,4
"2919",16.1,"Regular",0.025050746,"Fruits and Vegetables",97.141,"Medium","Tier 3","Supermarket Type2",1448.115,4
"2920",9,"Low Fat",0.065515067,"Snack Foods",178.137,"Medium","Tier 3","Supermarket Type2",1058.622,4
"2921",12.6,"Regular",0.080695806,"Snack Foods",51.3008,"Medium","Tier 3","Supermarket Type3",759.012,28
"2922",6.635,"Low Fat",0.027222517,"Household",174.0396,"Other","Tier 2","Supermarket Type1",2093.2752,6
"2923",12.6,"Low Fat",0.054366282,"Health and Hygiene",199.6084,"Medium","Tier 3","Supermarket Type3",7142.7024,28
"2924",20.75,"Low Fat",0.021232318,"Soft Drinks",151.1024,"High","Tier 3","Supermarket Type1",2428.8384,26
"2925",6.63,"Regular",0.104183308,"Baking Goods",166.15,"Medium","Tier 1","Supermarket Type1",3828.35,14
"2926",8.42,"Low Fat",0.070856383,"Household",217.4192,"Medium","Tier 3","Supermarket Type2",431.4384,4
"2927",5.15,"Regular",0.061272194,"Meat",125.6388,"Medium","Tier 1","Supermarket Type1",1733.7432,14
"2928",12.6,"Regular",0.019107027,"Soft Drinks",48.4692,"Medium","Tier 3","Supermarket Type3",1034.6532,28
"2929",12.6,"Low Fat",0.0540205365,"Frozen Foods",100.7042,"Medium","Tier 3","Supermarket Type3",3174.5344,28
"2930",15.1,"Low Fat",0.052329172,"Meat",243.1512,"Small","Tier 2","Supermarket Type1",4604.6728,9
"2931",15.35,"Regular",0.055103174,"Meat",149.7734,"Small","Tier 2","Supermarket Type1",2820.9946,9
"2932",12.6,"Low Fat",0.015397129,"Household",194.911,"Small","Tier 1","Grocery Store",196.411,28
"2933",12.85,"Low Fat",0.033271818,"Fruits and Vegetables",196.5768,"Medium","Tier 1","Supermarket Type1",5715.2272,14
"2934",12.6,"Low Fat",0.053971566,"Snack Foods",141.2154,"Medium","Tier 3","Supermarket Type3",3119.9388,28
"2935",7.475,"Low Fat",0.075713578,"Household",156.4656,"Small","Tier 2","Supermarket Type1",2471.4496,9
"2936",8.27,"Low Fat",0.01889024,"Health and Hygiene",238.188,"Medium","Tier 3","Supermarket Type2",3835.008,4
"2937",12.85,"Regular",0.152364317,"Fruits and Vegetables",254.0382,"Medium","Tier 1","Supermarket Type1",1261.691,14
"2938",8.365,"Regular",0.039811272,"Fruits and Vegetables",191.3188,"High","Tier 3","Supermarket Type1",2285.0256,26
"2939",8.985,"Low Fat",0.183774965,"Fruits and Vegetables",101.77,"Other","Tier 2","Supermarket Type1",798.96,11
"2940",19.6,"Low Fat",0.041283361,"Household",87.0514,"Small","Tier 2","Supermarket Type1",2125.2336,9
"2941",16.1,"Low Fat",0.057422821,"Fruits and Vegetables",253.7356,"Other","Tier 3","Grocery Store",508.6712,15
"2942",20.2,"Low Fat",0.011820087,"Household",151.634,"Small","Tier 1","Supermarket Type1",1990.742,16
"2943",10.3,"Regular",0.024891881,"Baking Goods",170.9422,"Small","Tier 2","Supermarket Type1",3103.9596,9
"2944",10.8,"Low Fat",0.138171603,"Dairy",191.4504,"Other","Tier 3","Grocery Store",575.2512,15
"2945",16.75,"Regular",0.041599644,"Soft Drinks",40.9822,"Other","Tier 3","Grocery Store",157.1288,15
"2946",12.6,"Regular",0.0218126,"Meat",194.711,"Small","Tier 1","Grocery Store",196.411,28
"2947",18.2,"Low Fat",0.161740582,"Fruits and Vegetables",38.419,"Medium","Tier 1","Supermarket Type1",805.618,14
"2948",9.395,"Regular",0.100966837,"Baking Goods",86.8856,"Other","Tier 2","Supermarket Type1",2548.6824,6
"2949",12.6,"Low Fat",0.027183141,"Fruits and Vegetables",99.7042,"Medium","Tier 3","Supermarket Type3",3868.9638,28
"2950",12.6,"Regular",0.115032648,"Fruits and Vegetables",58.0246,"Medium","Tier 3","Supermarket Type3",2143.2102,28
"2951",12.6,"Low Fat",0.099442329,"Dairy",233.1642,"Small","Tier 1","Grocery Store",697.0926,28
"2952",5.46,"Regular",0.032308482,"Canned",185.224,"Medium","Tier 3","Supermarket Type2",2423.512,4
"2953",12.65,"Low Fat",0.063246037,"Soft Drinks",159.2578,"Other","Tier 2","Supermarket Type1",2406.867,6
"2954",16.5,"Regular",0.079713576,"Fruits and Vegetables",101.3332,"Small","Tier 1","Supermarket Type1",1537.998,16
"2955",17.35,"Low Fat",0.014679558,"Frozen Foods",73.6038,"High","Tier 3","Supermarket Type1",739.038,26
"2956",5.88,"Regular",0.030247903,"Frozen Foods",101.399,"Small","Tier 1","Supermarket Type1",2063.98,16
"2957",12.1,"Low Fat",0.030297819,"Canned",74.767,"Other","Tier 2","Supermarket Type1",1454.773,6
"2958",7.93,"Low Fat",0.07113587,"Health and Hygiene",42.7086,"Small","Tier 1","Supermarket Type1",356.8688,16
"2959",8.43,"Low Fat",0.017322454,"Soft Drinks",196.8768,"Small","Tier 2","Supermarket Type1",3350.3056,9
"2960",12.6,"Low Fat",0.039451625,"Snack Foods",39.548,"Medium","Tier 3","Supermarket Type3",1358.232,28
"2961",14.15,"Low Fat",0.0540205365,"Household",197.111,"Medium","Tier 1","Supermarket Type1",3731.809,14
"2962",12.6,"Low Fat",0.114609875,"Soft Drinks",197.0084,"Medium","Tier 3","Supermarket Type3",3372.9428,28
"2963",12.6,"Regular",0.117442838,"Snack Foods",257.7304,"Small","Tier 1","Grocery Store",774.9912,28
"2964",15.1,"Regular",0.160852421,"Meat",131.3942,"Other","Tier 3","Grocery Store",397.4826,15
"2965",17.75,"Low Fat",0.03048292,"Dairy",257.2672,"Medium","Tier 1","Supermarket Type1",3068.0064,14
"2966",12.85,"Low Fat",0.033314389,"Snack Foods",171.6422,"Medium","Tier 3","Supermarket Type2",3276.4018,4
"2967",10.5,"Regular",0.044139551,"Baking Goods",143.9128,"Other","Tier 3","Grocery Store",143.8128,15
"2968",12.6,"Low Fat",0.0540205365,"Snack Foods",44.1428,"Medium","Tier 3","Supermarket Type3",1362.2268,28
"2969",12.6,"Regular",0.071106549,"Fruits and Vegetables",60.5536,"Medium","Tier 3","Supermarket Type3",2143.876,28
"2970",12.35,"Low Fat",0.099674817,"Fruits and Vegetables",112.2518,"High","Tier 3","Supermarket Type1",1366.2216,26
"2971",7.84,"Regular",0.153806271,"Canned",51.335,"Other","Tier 2","Supermarket Type1",1198.44,11
"2972",6.76,"Regular",0.028958563,"Fruits and Vegetables",78.396,"High","Tier 3","Supermarket Type1",1757.712,26
"2973",9.895,"Low Fat",0.168780385,"Soft Drinks",236.8564,"Other","Tier 2","Supermarket Type1",4767.128,6
"2974",8.315,"Regular",0.035627489,"Baking Goods",146.6444,"Medium","Tier 1","Supermarket Type1",870.8664,14
"2975",17.5,"Low Fat",0.052657753,"Snack Foods",103.699,"Medium","Tier 3","Supermarket Type2",1031.99,4
"2976",11.6,"Regular",0.009754896,"Snack Foods",223.0404,"High","Tier 3","Supermarket Type1",2025.3636,26
"2977",7.285,"Low Fat",0.031151633,"Household",173.2054,"Small","Tier 1","Supermarket Type1",4902.9512,16
"2978",20.6,"Low Fat",0.118827682,"Household",75.0696,"Other","Tier 3","Grocery Store",149.1392,15
"2979",16.1,"Low Fat",0.034501016,"Fruits and Vegetables",255.7356,"Other","Tier 2","Supermarket Type1",2543.356,6
"2980",11,"Low Fat",0.038109194,"Health and Hygiene",40.948,"Other","Tier 2","Supermarket Type1",479.376,6
"2981",17.7,"Low Fat",0.087791917,"Dairy",180.6292,"Small","Tier 2","Supermarket Type1",3101.2964,9
"2982",17.35,"Regular",0.062839798,"Baking Goods",90.883,"Small","Tier 2","Supermarket Type1",1707.777,9
"2983",12.6,"Low Fat",0.029595637,"Snack Foods",40.9822,"Medium","Tier 3","Supermarket Type3",864.2084,28
"2984",18.2,"Low Fat",0.090267996,"Fruits and Vegetables",194.711,"Medium","Tier 3","Supermarket Type2",4910.275,4
"2985",7.825,"Regular",0.150248468,"Frozen Foods",155.2288,"Medium","Tier 1","Supermarket Type1",1257.0304,14
"2986",19.35,"Regular",0.082394321,"Baking Goods",48.5034,"Medium","Tier 1","Supermarket Type1",243.017,14
"2987",8.895,"Low Fat",0.026451028,"Frozen Foods",210.3954,"Medium","Tier 3","Supermarket Type2",5001.4896,4
"2988",7.475,"Low Fat",0.01319424,"Household",217.4192,"Other","Tier 2","Supermarket Type1",4314.384,6
"2989",10.5,"Low Fat",0.071257912,"Frozen Foods",121.3098,"Small","Tier 1","Supermarket Type1",843.5686,16
"2990",12.3,"Low Fat",0.036908933,"Snack Foods",115.9834,"High","Tier 3","Supermarket Type1",2073.3012,26
"2991",6.035,"Low Fat",0.141475625,"Snack Foods",155.0998,"Medium","Tier 1","Supermarket Type1",1230.3984,14
"2992",20.75,"Low Fat",0.007551665,"Snack Foods",107.1622,"Small","Tier 2","Supermarket Type1",1693.7952,9
"2993",13.85,"Low Fat",0.031338558,"Others",41.048,"Small","Tier 1","Supermarket Type1",639.168,16
"2994",15.5,"Regular",0.075904695,"Baking Goods",263.9568,"Other","Tier 2","Supermarket Type1",4745.8224,11
"2995",11.6,"Regular",0.07760107,"Frozen Foods",171.0106,"Other","Tier 2","Supermarket Type1",3079.9908,6
"2996",12.6,"Regular",0.048426708,"Frozen Foods",258.7278,"Medium","Tier 3","Supermarket Type3",5466.8838,28
"2997",6.635,"Regular",0.00636189,"Baking Goods",121.1098,"Other","Tier 2","Supermarket Type1",2651.2156,6
"2998",6.785,"Regular",0.023021406,"Snack Foods",208.9928,"Other","Tier 2","Supermarket Type1",2103.928,11
"2999",16.2,"Low Fat",0.019378432,"Soft Drinks",156.4972,"Small","Tier 1","Supermarket Type1",1090.5804,16
"3000",5.94,"Low Fat",0.035084073,"Canned",176.4344,"Other","Tier 2","Supermarket Type1",2141.2128,6
"3001",13.35,"Low Fat",0.038604817,"Snack Foods",236.3564,"Other","Tier 2","Supermarket Type1",2145.2076,11
"3002",6.3,"Low Fat",0.21332355,"Canned",208.527,"Other","Tier 3","Grocery Store",419.454,15
"3003",17.1,"Low Fat",0.054514169,"Breads",84.4566,"Other","Tier 2","Supermarket Type1",591.8962,6
"3004",8.355,"Low Fat",0.187850233,"Canned",146.5418,"Medium","Tier 1","Supermarket Type1",2501.4106,14
"3005",18.25,"Low Fat",0.054455125,"Snack Foods",142.0154,"Medium","Tier 3","Supermarket Type2",850.8924,4
"3006",12.6,"Low Fat",0.044660955,"Soft Drinks",74.767,"Medium","Tier 3","Supermarket Type3",2679.845,28
"3007",12.6,"Regular",0.089120516,"Snack Foods",149.8708,"Medium","Tier 3","Supermarket Type3",3611.2992,28
"3008",12.6,"Regular",0.02524761,"Baking Goods",81.9934,"Medium","Tier 3","Supermarket Type3",3439.5228,28
"3009",12.65,"Low Fat",0.069707771,"Meat",51.0324,"Medium","Tier 3","Supermarket Type2",727.0536,4
"3010",12.6,"Low Fat",0.036150153,"Dairy",219.5482,"Medium","Tier 3","Supermarket Type3",5695.2532,28
"3011",16.5,"Low Fat",0.074245348,"Canned",208.2638,"Other","Tier 2","Supermarket Type1",4762.4674,6
"3012",20.85,"Regular",0.062321222,"Baking Goods",87.2514,"Medium","Tier 1","Supermarket Type1",265.6542,14
"3013",6.155,"Regular",0.158441218,"Meat",213.756,"Other","Tier 3","Grocery Store",852.224,15
"3014",7.565,"Low Fat",0.054630544,"Health and Hygiene",57.393,"Small","Tier 2","Supermarket Type1",735.709,9
"3015",8.905,"Low Fat",0.143419394,"Frozen Foods",61.4878,"Other","Tier 2","Supermarket Type1",1151.1682,11
"3016",9.195,"Low Fat",0.048059871,"Household",105.8622,"Small","Tier 1","Supermarket Type1",2223.1062,16
"3017",16.2,"Low Fat",0.103894671,"Canned",101.299,"Medium","Tier 3","Supermarket Type2",1857.582,4
"3018",12.6,"Low Fat",0.253947823,"Health and Hygiene",223.8404,"Small","Tier 1","Grocery Store",675.1212,28
"3019",12.6,"Regular",0.148737487,"Canned",155.1314,"Small","Tier 1","Grocery Store",155.1314,28
"3020",12.3,"Regular",0.058207114,"Snack Foods",59.1562,"Medium","Tier 1","Supermarket Type1",1185.124,14
"3021",6.135,"Low Fat",0.078957122,"Soft Drinks",111.986,"Small","Tier 2","Supermarket Type1",1697.79,9
"3022",17.25,"Regular",0.0540205365,"Snack Foods",95.2068,"High","Tier 3","Supermarket Type1",2721.7904,26
"3023",11.3,"Regular",0.066729996,"Frozen Foods",257.2962,"Small","Tier 1","Supermarket Type1",4920.9278,16
"3024",12.6,"Regular",0.1107011,"Dairy",88.6856,"Small","Tier 1","Grocery Store",351.5424,28
"3025",17.85,"Low Fat",0.018052019,"Health and Hygiene",96.6094,"Medium","Tier 1","Supermarket Type1",856.8846,14
"3026",14.85,"Low Fat",0.15643727,"Baking Goods",142.0812,"Other","Tier 3","Grocery Store",284.9624,15
"3027",16.5,"Low Fat",0.035728302,"Health and Hygiene",95.212,"Other","Tier 2","Supermarket Type1",838.908,11
"3028",17.25,"Low Fat",0.03717912,"Soft Drinks",162.5526,"Small","Tier 2","Supermarket Type1",5920.2936,9
"3029",10.695,"Regular",0.019123874,"Snack Foods",73.0038,"Other","Tier 3","Grocery Store",147.8076,15
"3030",12.6,"Low Fat",0.177354373,"Baking Goods",46.6744,"Small","Tier 1","Grocery Store",135.8232,28
"3031",12.3,"Regular",0.058116758,"Snack Foods",57.5562,"Small","Tier 1","Supermarket Type1",651.8182,16
"3032",6.235,"Low Fat",0.118915034,"Household",264.791,"Other","Tier 2","Supermarket Type1",2103.928,11
"3033",12.15,"Regular",0.131973625,"Fruits and Vegetables",187.9872,"High","Tier 3","Supermarket Type1",2458.1336,26
"3034",7.47,"Regular",0.0540205365,"Frozen Foods",211.8218,"Other","Tier 2","Supermarket Type1",6411.654,11
"3035",8.155,"Regular",0.033555399,"Frozen Foods",74.7354,"Small","Tier 1","Supermarket Type1",1655.1788,16
"3036",8.895,"Regular",0.088681966,"Snack Foods",121.973,"Medium","Tier 3","Supermarket Type2",2956.152,4
"3037",7.97,"Low Fat",0.021623214,"Seafood",107.6596,"Medium","Tier 3","Supermarket Type2",1833.6132,4
"3038",16.2,"Low Fat",0.033373748,"Soft Drinks",74.0696,"Small","Tier 2","Supermarket Type1",894.8352,9
"3039",14.5,"Low Fat",0.089917769,"Health and Hygiene",160.3604,"Medium","Tier 1","Supermarket Type1",2852.2872,14
"3040",12.6,"Low Fat",0.053148497,"Health and Hygiene",36.3874,"Small","Tier 1","Grocery Store",105.8622,28
"3041",15.7,"Low Fat",0.122470805,"Canned",131.7942,"Small","Tier 2","Supermarket Type1",1987.413,9
"3042",13.3,"Low Fat",0.035607579,"Baking Goods",119.9124,"Other","Tier 3","Grocery Store",118.5124,15
"3043",6.865,"Low Fat",0.056819936,"Snack Foods",212.6218,"Small","Tier 2","Supermarket Type1",2137.218,9
"3044",8.21,"Low Fat",0.044925784,"Dairy",86.0198,"Small","Tier 1","Supermarket Type1",1569.9564,16
"3045",20.7,"Low Fat",0.071699984,"Dairy",177.6028,"Other","Tier 3","Grocery Store",531.3084,15
"3046",11.6,"Regular",0.077321087,"Frozen Foods",169.3106,"Other","Tier 2","Supermarket Type1",2224.4378,11
"3047",12.6,"Low Fat",0.150806666,"Frozen Foods",149.0076,"Small","Tier 1","Grocery Store",295.6152,28
"3048",12.65,"Regular",0.127283051,"Frozen Foods",191.7846,"Other","Tier 3","Grocery Store",382.1692,15
"3049",12.6,"Regular",0.138008431,"Dairy",54.8298,"Medium","Tier 3","Supermarket Type3",1348.245,28
"3050",12.6,"Regular",0.074035365,"Dairy",256.1356,"Medium","Tier 1","Supermarket Type1",4578.0408,14
"3051",13.35,"Low Fat",0.091723066,"Snack Foods",148.8708,"Other","Tier 2","Supermarket Type1",3761.77,6
"3052",4.61,"Low Fat",0.122901056,"Hard Drinks",174.4396,"Other","Tier 2","Supermarket Type1",2616.594,11
"3053",13.8,"Low Fat",0.0540205365,"Dairy",263.7884,"Medium","Tier 1","Supermarket Type1",3709.8376,14
"3054",12.6,"Low Fat",0.073077197,"Health and Hygiene",34.3216,"Small","Tier 1","Grocery Store",34.6216,28
"3055",14,"Regular",0.175991929,"Frozen Foods",140.7812,"Other","Tier 3","Grocery Store",142.4812,15
"3056",9.17,"Low Fat",0.172365428,"Baking Goods",144.847,"Other","Tier 3","Grocery Store",572.588,15
"3057",16.5,"Regular",0.094246644,"Baking Goods",98.9068,"Medium","Tier 3","Supermarket Type2",1749.7224,4
"3058",16.7,"Low Fat",0.10203648,"Canned",180.9292,"Small","Tier 2","Supermarket Type1",2736.438,9
"3059",12.6,"Low Fat",0.066969525,"Household",39.2796,"Medium","Tier 3","Supermarket Type3",701.7532,28
"3060",6.98,"Low Fat",0.041071581,"Canned",82.5934,"High","Tier 3","Supermarket Type1",1310.2944,26
"3061",12.15,"Low Fat",0.028656248,"Household",149.3708,"Other","Tier 2","Supermarket Type1",1203.7664,11
"3062",19.25,"Regular",0.034693175,"Canned",140.1496,"Small","Tier 2","Supermarket Type1",1552.6456,9
"3063",12.6,"Low Fat",0.071628097,"Hard Drinks",251.904,"Medium","Tier 3","Supermarket Type3",4301.068,28
"3064",9.3,"Low Fat",0.028516696,"Baking Goods",194.6136,"Small","Tier 2","Supermarket Type1",3110.6176,9
"3065",11,"Low Fat",0.054939029,"Health and Hygiene",101.4358,"Small","Tier 1","Supermarket Type1",1608.5728,16
"3066",6.67,"Regular",0.090130537,"Snack Foods",131.4626,"Other","Tier 2","Supermarket Type1",1705.1138,11
"3067",6.675,"Low Fat",0.0540205365,"Snack Foods",92.9462,"Medium","Tier 3","Supermarket Type2",1018.0082,4
"3068",6.48,"Low Fat",0.033893487,"Snack Foods",147.0076,"Small","Tier 2","Supermarket Type1",3103.9596,9
"3069",14.1,"Low Fat",0.113908117,"Baking Goods",53.3956,"Other","Tier 2","Supermarket Type1",982.7208,6
"3070",15.35,"Low Fat",0.020326962,"Soft Drinks",216.7508,"Small","Tier 1","Supermarket Type1",1736.4064,16
"3071",7.05,"Low Fat",0.08509812,"Snack Foods",108.2912,"Medium","Tier 1","Supermarket Type1",2293.0152,14
"3072",11.1,"Regular",0.035997543,"Frozen Foods",176.9712,"High","Tier 3","Supermarket Type1",3691.1952,26
"3073",6.445,"Low Fat",0.029686148,"Baking Goods",96.4436,"Small","Tier 2","Supermarket Type1",378.1744,9
"3074",7.5,"Low Fat",0.032626952,"Frozen Foods",235.9906,"Small","Tier 1","Supermarket Type1",6893.0274,16
"3075",17.25,"Low Fat",0.035057688,"Dairy",91.612,"Small","Tier 2","Supermarket Type1",279.636,9
"3076",20.35,"Low Fat",0.060699725,"Baking Goods",233.3616,"Small","Tier 1","Supermarket Type1",6093.4016,16
"3077",12.6,"Low Fat",0.041063069,"Fruits and Vegetables",93.5778,"Small","Tier 1","Grocery Store",187.7556,28
"3078",4.59,"Low Fat",0.070767174,"Soft Drinks",111.986,"Small","Tier 2","Supermarket Type1",792.302,9
"3079",12.6,"Regular",0.031598706,"Baking Goods",172.9764,"Other","Tier 2","Supermarket Type1",2233.0932,11
"3080",5.98,"Low Fat",0.075495088,"Hard Drinks",55.3614,"High","Tier 3","Supermarket Type1",497.3526,26
"3081",7.47,"Regular",0.15277077,"Frozen Foods",214.4218,"Medium","Tier 3","Supermarket Type2",4274.436,4
"3082",20.7,"Low Fat",0.04307908,"Dairy",177.8028,"Other","Tier 2","Supermarket Type1",1239.7196,6
"3083",6.17,"Low Fat",0.010652508,"Meat",65.6826,"Other","Tier 2","Supermarket Type1",774.9912,11
"3084",11.35,"Regular",0.023318068,"Dairy",182.4608,"Small","Tier 2","Supermarket Type1",7534.1928,9
"3085",19.5,"Regular",0.030819397,"Canned",86.054,"Medium","Tier 3","Supermarket Type2",2336.958,4
"3086",15.75,"Low Fat",0.165838224,"Dairy",36.6506,"Small","Tier 1","Supermarket Type1",607.2096,16
"3087",15.6,"Low Fat",0.13575135,"Baking Goods",111.5544,"Other","Tier 3","Grocery Store",223.7088,15
"3088",8.395,"Low Fat",0.07191675,"Hard Drinks",254.804,"High","Tier 3","Supermarket Type1",7843.124,26
"3089",8.395,"Low Fat",0.039653081,"Snack Foods",99.5042,"Medium","Tier 3","Supermarket Type2",1686.4714,4
"3090",19.2,"Regular",0.0540205365,"Fruits and Vegetables",184.595,"Medium","Tier 3","Supermarket Type2",3844.995,4
"3091",8.06,"Low Fat",0.021358889,"Breakfast",232.3326,"High","Tier 3","Supermarket Type1",2541.3586,26
"3092",16.75,"Low Fat",0.032652796,"Health and Hygiene",190.8162,"Other","Tier 2","Supermarket Type1",2886.243,11
"3093",13,"Low Fat",0.0420611,"Household",254.1014,"Other","Tier 2","Supermarket Type1",3315.0182,6
"3094",11.3,"Low Fat",0.0540205365,"Baking Goods",245.2118,"Other","Tier 2","Supermarket Type1",5681.2714,11
"3095",12.6,"Low Fat",0.030645958,"Soft Drinks",141.7154,"Medium","Tier 3","Supermarket Type3",2694.4926,28
"3096",21.2,"Low Fat",0.118297605,"Snack Foods",175.037,"Other","Tier 3","Grocery Store",529.311,15
"3097",20.2,"Regular",0.096709408,"Meat",175.8028,"Other","Tier 2","Supermarket Type1",3896.2616,11
"3098",8.02,"Low Fat",0.019901356,"Household",157.5972,"Medium","Tier 1","Supermarket Type1",3427.5384,14
